episode,steps,reward_sum,reward_mean,reward_min,reward_max
0,200,1882.238276207072,9.41119138103536,5.160430466898117,12.792636831053992
1,200,1912.4877087953469,9.562438543976734,5.389561761115714,12.835969824193963
2,200,1925.108565212971,9.625542826064855,5.454342408487404,12.600891414845057
3,200,1930.5250573682329,9.652625286841165,5.389438207473389,12.680451061674109
4,200,1984.952598574294,9.92476299287147,5.115854389714378,12.37231208685307
5,200,1967.5171890384856,9.837585945192428,5.420978940903485,12.884338976597872
6,200,2023.7160127286947,10.118580063643474,5.348595297745859,12.374350647940929
7,200,2128.480135653881,10.642400678269405,5.326130736442109,13.029619966100473
8,200,2141.513710589931,10.707568552949656,5.688142939262518,12.669206463277831
9,200,2097.5537309542156,10.487768654771077,5.241812467140759,12.372357443533373
10,200,2127.3560987022324,10.636780493511163,4.955911574730696,12.68418344459221
11,200,2179.3150671493945,10.896575335746972,5.55037579946651,12.458432009348135
12,200,2213.5946436416925,11.067973218208463,5.656610087417104,12.074514139262416
13,200,2205.1046056735177,11.025523028367589,5.293172762162828,12.219210214961452
14,200,2188.695407457819,10.943477037289094,5.512900949796541,12.288797342398645
15,200,2190.3548488026468,10.951774244013233,5.2408374308708785,12.836674581509683
16,200,2193.852532143405,10.969262660717025,5.413864497239961,12.508124863446245
17,200,2251.115535532324,11.25557767766162,5.140572548107638,12.598345023452506
18,200,2243.384214597303,11.216921072986516,5.315896629548307,12.336798508148608
19,200,2250.441156199251,11.252205780996256,5.457705820698752,12.219045502381041
20,200,2244.3310030255416,11.221655015127707,5.444095134817061,12.349048840046962
21,200,2255.8470980717984,11.279235490358992,5.341082766804696,12.570258347006188
22,200,2245.855871882217,11.229279359411084,5.568350750802109,12.253173871829587
23,200,2294.6937115608976,11.473468557804487,7.015392338526456,12.514083770168645
24,200,2282.5704073960314,11.412852036980157,6.697059762917925,12.528369604022748
25,200,2294.764303947596,11.47382151973798,5.30971542109954,12.15051200264324
26,200,2273.480306967327,11.367401534836636,5.6695637474981435,12.539899667313307
27,200,2267.1267192693244,11.335633596346621,5.510240313811172,12.07225720255094
28,200,2249.6606876027017,11.248303438013508,5.687168270612265,12.149925293773292
29,200,2283.477911457532,11.417389557287661,6.585089665106264,12.698043031380717
30,200,2288.6872363354832,11.443436181677416,5.661847776306448,12.555987831859095
31,200,2296.6917862212567,11.483458931106284,5.5602763016757715,12.34934155401651
32,200,2245.8411385391755,11.229205692695878,7.322482286444099,12.288650298097549
33,200,2279.024053555855,11.395120267779275,5.487914484902116,12.155227295441044
34,200,2290.306179926724,11.45153089963362,7.423673008858821,12.215468200234946
35,200,2253.110558626783,11.265552793133915,5.4996305011773945,12.22323346131819
36,200,2306.28071177097,11.53140355885485,7.085877133122029,12.1354904033238
37,200,2303.637300476459,11.518186502382296,7.389696985595499,12.157036371112307
38,200,2280.444838661872,11.40222419330936,7.230513298166548,12.0507739724053
39,200,2277.485754188888,11.38742877094444,5.667622726539885,12.205896137288818
40,200,2275.4222128574793,11.377111064287396,5.498685559971031,12.126370519258018
41,200,2280.364081784603,11.401820408923015,5.631578945285589,12.083087430617471
42,200,2257.541475558329,11.287707377791644,5.4129562972328795,12.537354767235653
43,200,2326.0418106945726,11.630209053472862,8.10427185115569,12.106537123660607
44,200,2304.2267003025527,11.521133501512763,7.976589862538443,12.138030809946237
45,200,2313.250816590048,11.566254082950241,7.6104784049841765,12.151370196429129
46,200,2275.8811710272093,11.379405855136048,5.492860563585338,12.82496230494844
47,200,2307.376565646923,11.536882828234615,5.56104258901413,12.233810956087474
48,200,2299.7928127275413,11.498964063637708,7.918997665396433,11.969499885049713
49,200,2262.9191908201738,11.314595954100868,5.567825175846652,12.473956990813198
50,200,2307.420265179809,11.537101325899046,7.301679335128207,12.40627489938014
51,200,2323.467742238985,11.617338711194925,5.574917057987604,12.294596520450163
52,200,2330.6816047632906,11.653408023816453,7.110869033189282,12.655658297876423
53,200,2281.567139282105,11.407835696410524,5.468232980977026,12.970300038029485
54,200,2287.8196460502295,11.439098230251147,5.644567276542521,12.333294670346163
55,200,2295.6706343813107,11.478353171906553,5.698030378698741,12.183579317705963
56,200,2299.7476140775393,11.498738070387697,7.007079430646188,12.117015151873279
57,200,2295.574456114652,11.47787228057326,5.5016114770358495,12.081814552378537
58,200,2289.9785392874523,11.449892696437262,5.659873083413669,12.236835529560663
59,200,2290.7665966764516,11.453832983382258,6.905887736846482,12.177105698022089
60,200,2311.0336243199085,11.555168121599543,8.43378748183441,12.642023216814874
61,200,2313.0769539647436,11.565384769823718,9.664245896203665,12.293331590668291
62,200,2293.663941436193,11.468319707180965,8.327161466086173,12.206140933427136
63,200,2256.3507242726414,11.281753621363206,5.612685943350731,12.06854502130763
64,200,2294.727067234036,11.47363533617018,5.400912812728877,12.149670855794591
65,200,2297.186349108627,11.485931745543134,7.656765012861335,11.935779512396564
66,200,2280.4954175151747,11.402477087575873,7.42423433733034,12.101117079313097
67,200,2305.0900445615075,11.525450222807537,7.0588010553802505,12.40078213700462
68,200,2294.3878714889074,11.471939357444537,5.613555831866973,12.221714741479497
69,200,2279.8316337213537,11.399158168606768,7.500056968418393,12.67012537093387
70,200,2339.4604584075028,11.697302292037513,7.230502368971597,12.22592351097211
71,200,2275.317905845231,11.376589529226155,7.823929606358235,12.78695515121073
72,200,2264.0236965509876,11.320118482754937,5.711489086869925,12.145651647668902
73,200,2290.6534948645326,11.453267474322663,6.3874220743906465,12.201117066058323
74,200,2307.311477827902,11.53655738913951,7.2687021376974235,12.287387578458416
75,200,2302.77919570571,11.51389597852855,5.68090091178395,12.24761254283786
76,200,2284.9455926549704,11.424727963274853,5.587970212916746,12.35649493185227
77,200,2280.086535510853,11.400432677554265,7.978286194371061,12.182038586588218
78,200,2319.9647286749823,11.599823643374911,8.995674875592762,12.12710968207645
79,200,2306.0600714976213,11.530300357488107,8.763355601092043,12.088554505346266
80,200,2320.5037955499506,11.602518977749753,5.627589667029632,12.207852992015383
81,200,2301.651481764802,11.508257408824011,6.973532545561444,12.604489097537835
82,200,2280.0159988521305,11.400079994260652,8.400082831860658,12.158292508528707
83,200,2306.514115168824,11.53257057584412,8.209495342352195,12.04254167440253
84,200,2279.892464893167,11.399462324465835,6.64111506243529,12.030291631543598
85,200,2314.0911901987924,11.570455950993962,7.878367446825427,12.911995531559706
86,200,2303.6634813099367,11.518317406549684,7.538473075095916,12.191306780246771
87,200,2305.56580911084,11.5278290455542,7.331531667234824,12.036004047829163
88,200,2303.626036936531,11.518130184682654,7.63790756989252,12.097011640822062
89,200,2299.656393149118,11.498281965745589,7.324877020990311,12.150116421451713
90,200,2305.14944460794,11.5257472230397,7.427943548737797,12.109342481968229
91,200,2300.397673336074,11.50198836668037,5.526295412741955,12.019437692230902
92,200,2273.0939665695523,11.365469832847761,7.63520881307813,12.106478574533021
93,200,2306.0880718459616,11.530440359229807,6.906073546782813,12.133115481481182
94,200,2275.999473250391,11.379997366251954,5.704679867524664,12.10407127271547
95,200,2306.662908594046,11.53331454297023,8.206189628751327,12.086302151605956
96,200,2306.7719787985125,11.533859893992563,5.779884071090163,12.136062172394766
97,200,2299.3522886799433,11.496761443399716,7.953213763941425,12.269066263306971
98,200,2286.799057134985,11.433995285674925,7.397695097338421,12.224111740576559
99,200,2308.461902076206,11.542309510381031,8.415586755147645,12.052459335866377
100,200,2275.1777454635885,11.375888727317943,8.54879824710734,12.257033056087819
101,200,2263.836526039451,11.319182630197256,5.592282161254868,12.11112250606741
102,200,2260.4225901363075,11.302112950681538,5.168960166374271,12.381166597442887
103,200,2308.9552710411235,11.544776355205618,7.20798612719022,12.782265378693975
104,200,2280.8663127273,11.404331563636498,7.162429967994099,12.620241515700906
105,200,2284.000904714452,11.420004523572262,7.591550759967466,12.332004486273659
106,200,2293.625083430074,11.46812541715037,5.532270445938181,13.04944730861138
107,200,2307.213851696639,11.536069258483193,7.375668059708415,12.27376381547307
108,200,2308.187735481373,11.540938677406864,9.517691205483306,12.05882905647047
109,200,2295.274585752546,11.47637292876273,7.4444945074722275,12.060544126002581
110,200,2280.5862941369483,11.402931470684742,7.3048498442770695,11.903523186735713
111,200,2267.134897127132,11.335674485635659,5.672881556002363,12.001902156514502
112,200,2280.480936957203,11.402404684786015,5.342060309492878,12.119130780114181
113,200,2281.3364973546854,11.406682486773427,7.939228949049598,12.258762191307861
114,200,2285.496749669174,11.42748374834587,5.671341912261518,12.122190350536904
115,200,2301.9899016609384,11.509949508304691,8.209625631874369,12.19154283340817
116,200,2271.427857767744,11.35713928883872,7.352792114727345,12.461637074464223
117,200,2275.1476919108413,11.375738459554206,8.317235747588374,12.067111206005826
118,200,2327.1444356609964,11.635722178304981,7.2859723890526,12.043738202772772
119,200,2314.121209137375,11.570606045686874,8.414112181789642,12.29394856911509
